4096
0	0
0	64
0	128
0	192
0	256
0	320
0	384
0	448
64	0
64	64
64	128
64	192
64	256
64	320
64	384
64	448
128	0
128	64
128	128
128	192
128	256
128	320
128	384
128	448
192	0
192	64
192	128
192	192
192	256
192	320
192	384
192	448
256	0
256	64
256	128
256	192
256	256
256	320
256	384
256	448
320	0
320	64
320	128
320	192
320	256
320	320
320	384
320	448
384	0
384	64
384	128
384	192
384	256
384	320
384	384
384	448
448	0
448	64
448	128
448	192
448	256
448	320
448	384
448	448
512	0
512	64
512	128
512	192
512	256
512	320
512	384
512	448
576	0
576	64
576	128
576	192
576	256
576	320
576	384
576	448
640	0
640	64
640	128
640	192
640	256
640	320
640	384
640	448
704	0
704	64
704	128
704	192
704	256
704	320
704	384
704	448
768	0
768	64
768	128
768	192
768	256
768	320
768	384
768	448
832	0
832	64
832	128
832	192
832	256
832	320
832	384
832	448
896	0
896	64
896	128
896	192
896	256
896	320
896	384
896	448
960	0
960	64
960	128
960	192
960	256
960	320
960	384
960	448
1024	0
1024	64
1024	128
1024	192
1024	256
1024	320
1024	384
1024	448
1088	0
1088	64
1088	128
1088	192
1088	256
1088	320
1088	384
1088	448
1152	0
1152	64
1152	128
1152	192
1152	256
1152	320
1152	384
1152	448
1216	0
1216	64
1216	128
1216	192
1216	256
1216	320
1216	384
1216	448
1280	0
1280	64
1280	128
1280	192
1280	256
1280	320
1280	384
1280	448
1344	0
1344	64
1344	128
1344	192
1344	256
1344	320
1344	384
1344	448
1408	0
1408	64
1408	128
1408	192
1408	256
1408	320
1408	384
1408	448
1472	0
1472	64
1472	128
1472	192
1472	256
1472	320
1472	384
1472	448
1536	0
1536	64
1536	128
1536	192
1536	256
1536	320
1536	384
1536	448
1600	0
1600	64
1600	128
1600	192
1600	256
1600	320
1600	384
1600	448
1664	0
1664	64
1664	128
1664	192
1664	256
1664	320
1664	384
1664	448
1728	0
1728	64
1728	128
1728	192
1728	256
1728	320
1728	384
1728	448
1792	0
1792	64
1792	128
1792	192
1792	256
1792	320
1792	384
1792	448
1856	0
1856	64
1856	128
1856	192
1856	256
1856	320
1856	384
1856	448
1920	0
1920	64
1920	128
1920	192
1920	256
1920	320
1920	384
1920	448
1984	0
1984	64
1984	128
1984	192
1984	256
1984	320
1984	384
1984	448
2048	0
2048	64
2048	128
2048	192
2048	256
2048	320
2048	384
2048	448
2112	0
2112	64
2112	128
2112	192
2112	256
2112	320
2112	384
2112	448
2176	0
2176	64
2176	128
2176	192
2176	256
2176	320
2176	384
2176	448
2240	0
2240	64
2240	128
2240	192
2240	256
2240	320
2240	384
2240	448
2304	0
2304	64
2304	128
2304	192
2304	256
2304	320
2304	384
2304	448
2368	0
2368	64
2368	128
2368	192
2368	256
2368	320
2368	384
2368	448
2432	0
2432	64
2432	128
2432	192
2432	256
2432	320
2432	384
2432	448
2496	0
2496	64
2496	128
2496	192
2496	256
2496	320
2496	384
2496	448
2560	0
2560	64
2560	128
2560	192
2560	256
2560	320
2560	384
2560	448
2624	0
2624	64
2624	128
2624	192
2624	256
2624	320
2624	384
2624	448
2688	0
2688	64
2688	128
2688	192
2688	256
2688	320
2688	384
2688	448
2752	0
2752	64
2752	128
2752	192
2752	256
2752	320
2752	384
2752	448
2816	0
2816	64
2816	128
2816	192
2816	256
2816	320
2816	384
2816	448
2880	0
2880	64
2880	128
2880	192
2880	256
2880	320
2880	384
2880	448
2944	0
2944	64
2944	128
2944	192
2944	256
2944	320
2944	384
2944	448
3008	0
3008	64
3008	128
3008	192
3008	256
3008	320
3008	384
3008	448
3072	0
3072	64
3072	128
3072	192
3072	256
3072	320
3072	384
3072	448
3136	0
3136	64
3136	128
3136	192
3136	256
3136	320
3136	384
3136	448
3200	0
3200	64
3200	128
3200	192
3200	256
3200	320
3200	384
3200	448
3264	0
3264	64
3264	128
3264	192
3264	256
3264	320
3264	384
3264	448
3328	0
3328	64
3328	128
3328	192
3328	256
3328	320
3328	384
3328	448
3392	0
3392	64
3392	128
3392	192
3392	256
3392	320
3392	384
3392	448
3456	0
3456	64
3456	128
3456	192
3456	256
3456	320
3456	384
3456	448
3520	0
3520	64
3520	128
3520	192
3520	256
3520	320
3520	384
3520	448
3584	0
3584	64
3584	128
3584	192
3584	256
3584	320
3584	384
3584	448
3648	0
3648	64
3648	128
3648	192
3648	256
3648	320
3648	384
3648	448
3712	0
3712	64
3712	128
3712	192
3712	256
3712	320
3712	384
3712	448
3776	0
3776	64
3776	128
3776	192
3776	256
3776	320
3776	384
3776	448
3840	0
3840	64
3840	128
3840	192
3840	256
3840	320
3840	384
3840	448
3904	0
3904	64
3904	128
3904	192
3904	256
3904	320
3904	384
3904	448
3968	0
3968	64
3968	128
3968	192
3968	256
3968	320
3968	384
3968	448
4032	0
4032	64
4032	128
4032	192
4032	256
4032	320
4032	384
4032	448
4096	0
4096	64
4096	128
4096	192
4096	256
4096	320
4096	384
4096	448
4160	0
4160	64
4160	128
4160	192
4160	256
4160	320
4160	384
4160	448
4224	0
4224	64
4224	128
4224	192
4224	256
4224	320
4224	384
4224	448
4288	0
4288	64
4288	128
4288	192
4288	256
4288	320
4288	384
4288	448
4352	0
4352	64
4352	128
4352	192
4352	256
4352	320
4352	384
4352	448
4416	0
4416	64
4416	128
4416	192
4416	256
4416	320
4416	384
4416	448
4480	0
4480	64
4480	128
4480	192
4480	256
4480	320
4480	384
4480	448
4544	0
4544	64
4544	128
4544	192
4544	256
4544	320
4544	384
4544	448
4608	0
4608	64
4608	128
4608	192
4608	256
4608	320
4608	384
4608	448
4672	0
4672	64
4672	128
4672	192
4672	256
4672	320
4672	384
4672	448
4736	0
4736	64
4736	128
4736	192
4736	256
4736	320
4736	384
4736	448
4800	0
4800	64
4800	128
4800	192
4800	256
4800	320
4800	384
4800	448
4864	0
4864	64
4864	128
4864	192
4864	256
4864	320
4864	384
4864	448
4928	0
4928	64
4928	128
4928	192
4928	256
4928	320
4928	384
4928	448
4992	0
4992	64
4992	128
4992	192
4992	256
4992	320
4992	384
4992	448
5056	0
5056	64
5056	128
5056	192
5056	256
5056	320
5056	384
5056	448
5120	0
5120	64
5120	128
5120	192
5120	256
5120	320
5120	384
5120	448
5184	0
5184	64
5184	128
5184	192
5184	256
5184	320
5184	384
5184	448
5248	0
5248	64
5248	128
5248	192
5248	256
5248	320
5248	384
5248	448
5312	0
5312	64
5312	128
5312	192
5312	256
5312	320
5312	384
5312	448
5376	0
5376	64
5376	128
5376	192
5376	256
5376	320
5376	384
5376	448
5440	0
5440	64
5440	128
5440	192
5440	256
5440	320
5440	384
5440	448
5504	0
5504	64
5504	128
5504	192
5504	256
5504	320
5504	384
5504	448
5568	0
5568	64
5568	128
5568	192
5568	256
5568	320
5568	384
5568	448
5632	0
5632	64
5632	128
5632	192
5632	256
5632	320
5632	384
5632	448
5696	0
5696	64
5696	128
5696	192
5696	256
5696	320
5696	384
5696	448
5760	0
5760	64
5760	128
5760	192
5760	256
5760	320
5760	384
5760	448
5824	0
5824	64
5824	128
5824	192
5824	256
5824	320
5824	384
5824	448
5888	0
5888	64
5888	128
5888	192
5888	256
5888	320
5888	384
5888	448
5952	0
5952	64
5952	128
5952	192
5952	256
5952	320
5952	384
5952	448
6016	0
6016	64
6016	128
6016	192
6016	256
6016	320
6016	384
6016	448
6080	0
6080	64
6080	128
6080	192
6080	256
6080	320
6080	384
6080	448
6144	0
6144	64
6144	128
6144	192
6144	256
6144	320
6144	384
6144	448
6208	0
6208	64
6208	128
6208	192
6208	256
6208	320
6208	384
6208	448
6272	0
6272	64
6272	128
6272	192
6272	256
6272	320
6272	384
6272	448
6336	0
6336	64
6336	128
6336	192
6336	256
6336	320
6336	384
6336	448
6400	0
6400	64
6400	128
